monotonic_ns,elapsed_ms,state,event,detail
107524779502972,2.804,PRECHECK,START,artifact=V4 mode=flight test_id=P450_20260825_DESKTOP_SITL_FI_AGENT_R1
107524782478422,5.779,PRECHECK,HEADING_GOOD_DIAGNOSTIC,value=0
107525267857843,491.159,PRECHECK,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=0
107525270547073,493.848,PRECHECK,ARMING_STATE,1
107525270606139,493.907,PRECHECK,NAV_STATE,4
107525270622752,493.924,PRECHECK,GCS_CONNECTION_DIAGNOSTIC,raw_status_lost=0
107525308490050,531.791,PRECHECK,ROUTE,"start=(0.6856487393379211, 14.922709465026855, 0.0607912577688694, 1.5018117427825928) takeoff=(0.6856487393379211, 14.922709465026855, -0.4392087422311306) goal=(1.030298150435073, 19.91081700029816, -0.4392087422311306) reset_counters={'xy': 2, 'z': 6, 'vxy': 2, 'vz': 2, 'heading': 1}"
107525308568247,531.869,PRECHECK,PREFLIGHT_HEADING_PENDING,PX4 final heading alignment is expected after liftoff when using magnetometer fusion
107525308598802,531.900,PRECHECK,PREFLIGHT_PASS,offboard_subscriptions=1 setpoint_subscriptions=1 command_subscriptions=1
107525308624971,531.926,STREAM_PREROLL,TRANSITION,
107527309091880,2532.393,REQUEST_OFFBOARD,TRANSITION,
107527314612257,2537.913,REQUEST_OFFBOARD,COMMAND_BEGIN,command=176
107527314964606,2538.266,REQUEST_OFFBOARD,COMMAND_SEND,command=176 attempt=1
107527340737726,2564.039,REQUEST_OFFBOARD,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=1
107527341456849,2564.758,REQUEST_OFFBOARD,NAV_STATE,14
107527341574891,2564.876,REQUEST_ARM,TRANSITION,
107527341877555,2565.179,REQUEST_ARM,COMMAND_BEGIN,command=400
107527342119952,2565.421,REQUEST_ARM,COMMAND_SEND,command=400 attempt=1
107527349716992,2573.018,REQUEST_ARM,ARMING_STATE,2
107527353162698,2576.464,TAKEOFF,TRANSITION,
107536775061894,11998.363,HOLD_AFTER_TAKEOFF,TRANSITION,
107538278248077,13501.549,HOLD_AFTER_TAKEOFF,ABORT,FailsafeFlags stale for more than 2 s
107538278344728,13501.646,REQUEST_LAND_ABORT,TRANSITION,FailsafeFlags stale for more than 2 s
107539789148903,15012.450,REQUEST_LAND_ABORT,COMMAND_BEGIN,command=21
107539789665692,15012.967,REQUEST_LAND_ABORT,COMMAND_SEND,command=21 attempt=1
107540293675375,15516.976,REQUEST_LAND_ABORT,COMMAND_SEND,command=21 attempt=2
107540793859380,16017.160,REQUEST_LAND_ABORT,COMMAND_SEND,command=21 attempt=3
107540995357554,16218.659,REQUEST_LAND_ABORT,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=0
107541001446746,16224.748,REQUEST_LAND_ABORT,NAV_STATE,2
107541001581042,16224.882,REQUEST_LAND_ABORT,CONTROL_RELINQUISHED,"PX4/RC selected another mode before AUTO_LAND confirmation nav_state=2; no further Offboard, setpoint, Land, Arm, or Disarm publication"
107541001615807,16224.917,FAILED,TRANSITION,PX4/RC selected another mode before AUTO_LAND confirmation nav_state=2
107541001718717,16225.020,FAILED,HEARTBEAT_SUMMARY,publishes=157 max_gap_ms=105.079 over_150ms=0 over_250ms=0 over_500ms=0
