monotonic_ns,elapsed_ms,state,event,detail
1417583476832,29.638,PRECHECK,START,mode=flight test_id=P450_20260820_OUTDOOR_FLIGHT_05M_B
1417639448608,85.610,PRECHECK,ARMING_STATE,1
1417639680544,85.842,PRECHECK,NAV_STATE,15
1417856533824,302.695,PRECHECK,PREFLIGHT_REFUSED,local/global position or heading is not flight-valid
