monotonic_ns,elapsed_ms,state,event,detail
106969192356290,2.752,PRECHECK,START,artifact=V4 mode=flight test_id=P450_20260825_DESKTOP_SITL_SIM_F1
106969197463913,7.860,PRECHECK,HEADING_GOOD_DIAGNOSTIC,value=0
106969605042268,415.438,PRECHECK,ARMING_STATE,1
106969605128084,415.524,PRECHECK,NAV_STATE,4
106969605143032,415.539,PRECHECK,GCS_CONNECTION_DIAGNOSTIC,raw_status_lost=0
106969605354918,415.751,PRECHECK,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=0
106969605595149,415.991,PRECHECK,ROUTE,"start=(-0.16377021372318268, -0.35064709186553955, 0.2763257622718811, 1.5724090337753296) takeoff=(-0.16377021372318268, -0.35064709186553955, -0.2236742377281189) goal=(-0.16377021372318268, -0.35064709186553955, -0.2236742377281189) reset_counters={'xy': 2, 'z': 6, 'vxy': 2, 'vz': 2, 'heading': 1}"
106969605622397,416.018,PRECHECK,PREFLIGHT_HEADING_PENDING,PX4 final heading alignment is expected after liftoff when using magnetometer fusion
106969605647428,416.043,PRECHECK,PREFLIGHT_PASS,offboard_subscriptions=1 setpoint_subscriptions=1 command_subscriptions=1
106969605668626,416.065,STREAM_PREROLL,TRANSITION,
106971609144646,2419.541,REQUEST_OFFBOARD,TRANSITION,
106971611749028,2422.145,REQUEST_OFFBOARD,COMMAND_BEGIN,command=176
106971612110827,2422.507,REQUEST_OFFBOARD,COMMAND_SEND,command=176 attempt=1
106971643515686,2453.912,REQUEST_OFFBOARD,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=1
106971644239217,2454.635,REQUEST_OFFBOARD,NAV_STATE,14
106971644352412,2454.748,REQUEST_ARM,TRANSITION,
106971644658635,2455.055,REQUEST_ARM,COMMAND_BEGIN,command=400
106971644902950,2455.299,REQUEST_ARM,COMMAND_SEND,command=400 attempt=1
106971656761372,2467.157,REQUEST_ARM,ARMING_STATE,2
106971656925125,2467.321,TAKEOFF,TRANSITION,
106984089230610,14899.627,HOLD_AFTER_TAKEOFF,TRANSITION,
106986089828243,16900.224,REQUEST_LAND,TRANSITION,
106986095253622,16905.650,REQUEST_LAND,COMMAND_BEGIN,command=21
106986095544282,16905.940,REQUEST_LAND,COMMAND_SEND,command=21 attempt=1
106986122634695,16933.031,REQUEST_LAND,NAV_STATE,18
106986122773305,16933.169,REQUEST_LAND,LAND_MODE_CONFIRMED,nav_state=18 ack=None
106986122797526,16933.193,REQUEST_LAND,LAND_FEEDBACK_FALLBACK,VehicleLandDetected is not bridged; require AUTO_DISARM_LAND reason
106986122818030,16933.214,WAIT_AUTO_DISARM_FALLBACK,TRANSITION,
106986126171219,16936.567,WAIT_AUTO_DISARM_FALLBACK,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=0
106991153462793,21963.859,WAIT_AUTO_DISARM_FALLBACK,ARMING_STATE,1
106991157075497,21967.471,COMPLETE,TRANSITION,PX4 AUTO_DISARM_LAND confirmed
106991157193841,21967.590,COMPLETE,HEARTBEAT_SUMMARY,publishes=166 max_gap_ms=104.840 over_150ms=0 over_250ms=0 over_500ms=0
