monotonic_ns,elapsed_ms,state,event,detail
106883755680772,2.487,PRECHECK,START,artifact=V4 mode=ground-sequence test_id=P450_20260825_DESKTOP_SITL_SIM_G_R1
106883757511622,4.317,PRECHECK,HEADING_GOOD_DIAGNOSTIC,value=0
106883789821130,36.627,PRECHECK,OFFBOARD_CONTROL_DIAGNOSTIC,enabled=1
106883790321491,37.127,PRECHECK,ARMING_STATE,1
106883790344474,37.150,PRECHECK,NAV_STATE,14
106883790354834,37.161,PRECHECK,GCS_CONNECTION_DIAGNOSTIC,raw_status_lost=0
106883939089496,185.895,PRECHECK,PREFLIGHT_REFUSED,vehicle is already in Offboard
106883939166395,185.972,PRECHECK,PREFLIGHT_REFUSED,PX4 pre_flight_checks_pass is false
